"Внешний код";"Наименование элемента";"Артикул [ARTNUMBER]";"Бренд [MANUFACTURER]";"Название раздела";"Название раздела";"Название раздела";"Цена ""Розничная цена""";"Валюта для цены ""Розничная цена"""
"00-00004183";"Корпус светильника COMBO-42";"004183";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1829.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004184";"Корпус светильника COMBO-43";"004184";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"979.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004185";"Корпус светильника COMBO-43";"004185";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"979.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004922";"Корпус светильника COMBO-44";"004922";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1781.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004923";"Корпус светильника COMBO-44";"004923";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1781.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00005081";"Корпус светильника COMBO-50";"005081";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"3245.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00005082";"Корпус светильника COMBO-50";"005082";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"3245.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00006671";"Корпус светильника COMBO-CRD";"006671";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"3115.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00006672";"Корпус светильника COMBO-CRD";"006672";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"3115.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00006673";"Корпус светильника COMBO-CRD";"006673";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"5664.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00006674";"Корпус светильника COMBO-CRD";"006674";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"5664.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00009944";"Корпус светильника COMBO-CRD";"009944";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"5664.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00009786";"Корпус светильника COMBO2-SR-BL Черный";"009786";"Lumker";"Светильники";"COMBO 2";"";"1168.00";"RUB"
"00-00009787";"Корпус светильника COMBO2-SR-WH Белый";"009787";"Lumker";"Светильники";"COMBO 2";"";"1168.00";"RUB"
"00-00008761";"Корпус светильника COMBO2-ST-WH Белый";"008761";"Lumker";"Светильники";"COMBO 2";"";"955.00";"RUB"
"00-00009788";"Корпус светильника COMBO2-ST1-BL Черный";"009788";"Lumker";"Светильники";"COMBO 2";"";"1168.00";"RUB"
"00-00009789";"Корпус светильника COMBO2-ST1-WH Белый";"009789";"Lumker";"Светильники";"COMBO 2";"";"1168.00";"RUB"
"00-00009790";"Корпус светильника COMBO2-ST2-BL Черный";"009790";"Lumker";"Светильники";"COMBO 2";"";"1168.00";"RUB"
"00-00009791";"Корпус светильника COMBO2-ST2-WH Белый";"009791";"Lumker";"Светильники";"COMBO 2";"";"1168.00";"RUB"
"00-00005753";"Корпус светильника MINI-COMBO-AC";"005753";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1239.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00005756";"Корпус светильника MINI-COMBO-C";"005756";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"991.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00005757";"Корпус светильника MINI-COMBO-C";"005757";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"991.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00005754";"Корпус светильника MINI-COMBO-D";"005754";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"991.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00005755";"Корпус светильника MINI-COMBO-D";"005755";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"991.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00009793";"Корпус светильника wallwasher COMBO2-WSH-BL Черный";"009793";"Lumker";"Светильники";"COMBO 2";"";"1817.00";"RUB"
"00-00009792";"Корпус светильника wallwasher COMBO2-WSH-WH Белый";"009792";"Lumker";"Светильники";"COMBO 2";"";"1817.00";"RUB"
"00-00004920";"Корпус светильника встраиваемый , серия COMBO 4, белый, IP20";"";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"0.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004921";"Корпус светильника встраиваемый , серия COMBO 4, черный, IP20";"";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"0.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00009781";"Корпус светильника с магнитной накладкой COMBO2-MG-BL Черный";"009781";"Lumker";"Светильники";"COMBO 2";"";"1711.00";"RUB"
"00-00009782";"Корпус светильника с магнитной накладкой COMBO2-MG-WH Белый";"009782";"Lumker";"Светильники";"COMBO 2";"";"1711.00";"RUB"
"00-00009784";"Корпус светильника, наклонно-поворотный COMBO2-ADJ-BL Черный";"009784";"Lumker";"Светильники";"COMBO 2";"";"2560.00";"RUB"
"00-00009785";"Корпус светильника, наклонно-поворотный COMBO2-ADJ-WH Белый";"009785";"Lumker";"Светильники";"COMBO 2";"";"2560.00";"RUB"
"00-00006409";"Крепеж Linea light 98428";"006409";"";"Светильники";"Люстры";"Италия";"8389.00";"RUB"
"00-00007386";"Крепеж алюминиевый для крепления ленты";"007386";"SWG";"Подсветка";"Светодиодная лента";"Неоновая лента";"531.00";"RUB"
"00-00001758";"Крепеж для ленты 220В";"001758";"SWG";"Подсветка";"Лента 220";"Комплектующие";"9.00";"RUB"
"00-00000652";"Крепеж для ленты SMD-3528 220 вольт";"000652";"SWG";"Подсветка";"Лента 220";"Комплектующие";"9.00";"RUB"
